Resource,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
4665,0.38,0.621,0.345,0.881,0.318,0.969
4666,0.496,0.556,0.454,0.876,0.443,0.973
4667,0.571,0.453,0.518,0.874,0.532,0.968
4668,0.567,0.362,0.521,0.886,0.557,0.955
4669,0.564,0.303,0.507,0.898,0.559,0.941
4670,0.518,0.275,0.467,0.906,0.519,0.932
4671,0.431,0.26,0.381,0.916,0.442,0.926
4672,0.32,0.251,0.288,0.914,0.331,0.931
4673,0.188,0.237,0.183,0.877,0.209,0.948
4674,0.064,0.206,0.07,0.748,0.096,0.969
4675,0.003,0.173,0.002,0.523,0.017,0.97
4676,0,0.154,0,0.448,0,0.948
4677,0,0.126,0,0.486,0,0.937
4678,0,0.086,0,0.523,0,0.933
4679,0,0.057,0,0.551,0,0.883
4680,0,0.027,0,0.572,0,0.877
4681,0,0.012,0,0.583,0,0.893
4682,0,0.011,0,0.566,0,0.902
4683,0,0.012,0,0.519,0,0.911
4684,0,0.018,0,0.47,0,0.92
4685,0,0.032,0,0.473,0,0.934
4686,0.015,0.05,0.002,0.495,0,0.948
4687,0.096,0.151,0.066,0.636,0.052,0.945
4688,0.218,0.348,0.197,0.875,0.171,0.955
4689,0.351,0.394,0.328,0.891,0.312,0.968
4690,0.465,0.322,0.416,0.868,0.439,0.973
4691,0.541,0.237,0.479,0.834,0.532,0.972
4692,0.551,0.179,0.502,0.795,0.598,0.97
4693,0.537,0.151,0.47,0.761,0.601,0.968
4694,0.49,0.135,0.398,0.742,0.56,0.968
4695,0.365,0.118,0.302,0.761,0.469,0.966
4696,0.238,0.103,0.261,0.802,0.361,0.964
4697,0.124,0.098,0.174,0.808,0.232,0.966
4698,0.04,0.078,0.067,0.732,0.106,0.971
4699,0.001,0.035,0.002,0.556,0.019,0.973
4700,0,0.009,0,0.419,0,0.973
4701,0,0.01,0,0.345,0,0.973
4702,0,0.036,0,0.327,0,0.973
4703,0,0.087,0,0.33,0,0.97
4704,0,0.139,0,0.316,0,0.967
4705,0,0.19,0,0.332,0,0.967
4706,0,0.219,0,0.328,0,0.97
4707,0,0.216,0,0.331,0,0.972
4708,0,0.197,0,0.367,0,0.973
4709,0,0.186,0,0.408,0,0.973
4710,0.012,0.162,0.002,0.445,0.001,0.968
4711,0.085,0.109,0.065,0.571,0.055,0.97
4712,0.204,0.142,0.191,0.797,0.175,0.971
4713,0.348,0.178,0.315,0.86,0.322,0.963
4714,0.473,0.134,0.441,0.876,0.452,0.941
4715,0.547,0.073,0.534,0.873,0.547,0.915
4716,0.537,0.031,0.573,0.869,0.579,0.895
4717,0.531,0.011,0.574,0.871,0.584,0.88
4718,0.485,0.004,0.533,0.876,0.547,0.864
4719,0.356,0.002,0.455,0.887,0.469,0.837
4720,0.26,0.003,0.308,0.898,0.359,0.805
4721,0.156,0.006,0.178,0.9,0.23,0.783
4722,0.058,0.011,0.068,0.884,0.104,0.79
4723,0.003,0.015,0.002,0.81,0.019,0.813
4724,0,0.036,0,0.678,0,0.846
4725,0,0.037,0,0.598,0,0.898
4726,0,0.017,0,0.512,0,0.942
4727,0,0.007,0,0.455,0,0.962
4728,0,0.004,0,0.439,0,0.973
4729,0,0.003,0,0.444,0,0.972
4730,0,0.003,0,0.432,0,0.973
4731,0,0.006,0,0.421,0,0.967
4732,0,0.021,0,0.392,0,0.945
4733,0,0.052,0,0.362,0,0.905
4734,0.012,0.077,0.003,0.33,0,0.846
4735,0.09,0.045,0.064,0.424,0.044,0.785
4736,0.21,0.004,0.201,0.646,0.158,0.713
4737,0.356,0,0.347,0.701,0.292,0.646
4738,0.483,0,0.482,0.676,0.397,0.596
4739,0.528,0,0.568,0.629,0.481,0.553
4740,0.59,0.001,0.611,0.591,0.542,0.512
4741,0.581,0.003,0.608,0.576,0.561,0.456
4742,0.518,0.006,0.565,0.577,0.525,0.393
4743,0.381,0.013,0.471,0.614,0.448,0.326
4744,0.282,0.029,0.349,0.675,0.356,0.266
4745,0.175,0.05,0.186,0.753,0.235,0.231
4746,0.069,0.07,0.067,0.817,0.112,0.223
4747,0.004,0.08,0.002,0.823,0.021,0.239
4748,0,0.074,0,0.795,0,0.291
4749,0,0.058,0,0.751,0,0.391
4750,0,0.04,0,0.668,0,0.569
4751,0,0.025,0,0.605,0,0.788
4752,0,0.012,0,0.556,0,0.922
4753,0,0.004,0,0.534,0,0.955
4754,0,0.002,0,0.531,0,0.958
4755,0,0.001,0,0.484,0,0.944
4756,0,0.001,0,0.414,0,0.929
4757,0,0.001,0,0.359,0,0.914
4758,0.006,0,0.002,0.362,0,0.883
4759,0.046,0.001,0.063,0.497,0.052,0.848
4760,0.109,0.002,0.207,0.655,0.172,0.799
4761,0.176,0.002,0.367,0.67,0.315,0.755
4762,0.275,0.001,0.496,0.595,0.448,0.708
4763,0.395,0,0.579,0.474,0.547,0.68
4764,0.433,0,0.619,0.364,0.601,0.683
4765,0.496,0,0.614,0.279,0.609,0.651
4766,0.488,0,0.57,0.219,0.58,0.561
4767,0.422,0,0.472,0.218,0.507,0.445
4768,0.31,0,0.352,0.267,0.395,0.353
4769,0.173,0.002,0.205,0.359,0.256,0.298
4770,0.068,0.004,0.068,0.501,0.118,0.274
4771,0.003,0.01,0.002,0.622,0.021,0.289
4772,0,0.015,0,0.71,0,0.391
4773,0,0.019,0,0.761,0,0.531
4774,0,0.021,0,0.745,0,0.645
4775,0,0.018,0,0.691,0,0.745
4776,0,0.013,0,0.648,0,0.822
4777,0,0.007,0,0.606,0,0.869
4778,0,0.003,0,0.566,0,0.9
4779,0,0.002,0,0.533,0,0.872
4780,0,0.002,0,0.457,0,0.828
4781,0,0.003,0,0.373,0,0.707
4782,0.016,0.005,0.003,0.304,0,0.526
4783,0.104,0.007,0.067,0.315,0.052,0.414
4784,0.243,0.011,0.207,0.303,0.172,0.308
4785,0.383,0.01,0.364,0.209,0.317,0.245
4786,0.494,0.007,0.483,0.111,0.447,0.196
4787,0.565,0.005,0.556,0.049,0.536,0.167
4788,0.603,0.005,0.582,0.023,0.565,0.155
4789,0.595,0.005,0.553,0.011,0.577,0.147
4790,0.546,0.005,0.481,0.006,0.561,0.134
4791,0.444,0.004,0.355,0.004,0.492,0.118
4792,0.326,0.003,0.179,0.003,0.391,0.106
4793,0.194,0.002,0.1,0.002,0.253,0.093
4794,0.07,0.002,0.045,0.002,0.119,0.082
4795,0.003,0.001,0.001,0.002,0.02,0.075
4796,0,0.001,0,0.002,0,0.083
4797,0,0.003,0,0.004,0,0.1
4798,0,0.007,0,0.011,0,0.138
4799,0,0.01,0,0.018,0,0.206
4800,0,0.01,0,0.018,0,0.293
4801,0,0.011,0,0.016,0,0.373
4802,0,0.015,0,0.037,0,0.406
4803,0,0.025,0,0.057,0,0.341
4804,0,0.035,0,0.039,0,0.256
4805,0,0.041,0,0.021,0,0.216
4806,0.016,0.036,0.001,0.044,0,0.217
4807,0.103,0.015,0.061,0.036,0.054,0.218
4808,0.247,0.008,0.18,0.006,0.179,0.164
4809,0.396,0.011,0.297,0.009,0.33,0.051
4810,0.515,0.015,0.395,0.013,0.463,0.005
4811,0.592,0.02,0.472,0.009,0.539,0.001
4812,0.604,0.024,0.475,0.004,0.594,0
4813,0.593,0.027,0.436,0.001,0.592,0
4814,0.545,0.027,0.345,0,0.545,0
4815,0.46,0.03,0.226,0,0.406,0
4816,0.338,0.028,0.144,0,0.312,0.001
4817,0.185,0.023,0.073,0,0.207,0.003
4818,0.069,0.019,0.024,0.001,0.099,0.003
4819,0.004,0.016,0,0.003,0.017,0.003
4820,0,0.012,0,0.005,0,0.011
4821,0,0.007,0,0.005,0,0.043
4822,0,0.005,0,0.004,0,0.134
4823,0,0.007,0,0.003,0,0.271
4824,0,0.013,0,0.004,0,0.392
4825,0,0.03,0,0.007,0,0.459
4826,0,0.047,0,0.019,0,0.483
4827,0,0.063,0,0.056,0,0.415
4828,0,0.088,0,0.112,0,0.297
4829,0,0.127,0,0.148,0,0.209
4830,0.015,0.157,0.001,0.096,0,0.149
4831,0.102,0.217,0.051,0.081,0.052,0.078
4832,0.239,0.38,0.157,0.104,0.176,0
4833,0.379,0.373,0.241,0.107,0.329,0.001
4834,0.492,0.29,0.335,0.122,0.463,0.003
4835,0.561,0.201,0.379,0.127,0.559,0.005
4836,0.584,0.121,0.407,0.112,0.606,0.007
4837,0.578,0.066,0.392,0.099,0.612,0.009
4838,0.531,0.033,0.301,0.091,0.572,0.009
4839,0.45,0.017,0.228,0.089,0.454,0.005
4840,0.332,0.011,0.165,0.1,0.37,0.001
4841,0.197,0.009,0.105,0.122,0.25,0.001
4842,0.072,0.009,0.037,0.17,0.118,0.001
4843,0.004,0.014,0,0.24,0.021,0.002
4844,0,0.022,0,0.293,0,0.004
4845,0,0.033,0,0.332,0,0.007
4846,0,0.05,0,0.349,0,0.017
4847,0,0.079,0,0.345,0,0.036
4848,0,0.134,0,0.37,0,0.06
4849,0,0.202,0,0.391,0,0.082
4850,0,0.235,0,0.373,0,0.102
4851,0,0.204,0,0.362,0,0.076
4852,0,0.153,0,0.37,0,0.029
4853,0,0.117,0,0.369,0,0.005
4854,0.015,0.077,0.003,0.365,0,0.001
4855,0.103,0.062,0.06,0.544,0.052,0.003
4856,0.24,0.073,0.208,0.743,0.176,0.004
4857,0.38,0.044,0.355,0.75,0.325,0.001
4858,0.489,0.021,0.464,0.702,0.457,0.001
4859,0.556,0.01,0.547,0.654,0.55,0.002
4860,0.551,0.006,0.577,0.609,0.609,0.004
4861,0.54,0.005,0.573,0.595,0.619,0.005
4862,0.492,0.005,0.525,0.598,0.576,0.005
4863,0.42,0.004,0.45,0.573,0.496,0.004
4864,0.309,0.003,0.338,0.545,0.367,0.003
4865,0.184,0.003,0.196,0.54,0.239,0.004
4866,0.068,0.004,0.07,0.492,0.109,0.008
4867,0.003,0.009,0.002,0.455,0.019,0.026
4868,0,0.019,0,0.454,0,0.101
4869,0,0.035,0,0.446,0,0.261
4870,0,0.049,0,0.439,0,0.465
4871,0,0.047,0,0.486,0,0.635
4872,0,0.03,0,0.514,0,0.72
4873,0,0.014,0,0.519,0,0.726
4874,0,0.007,0,0.551,0,0.664
4875,0,0.005,0,0.46,0,0.556
4876,0,0.005,0,0.29,0,0.377
4877,0,0.006,0,0.162,0,0.208
4878,0.014,0.004,0.002,0.107,0,0.109
4879,0.098,0,0.064,0.118,0.054,0.066
4880,0.221,0,0.202,0.187,0.176,0.018
4881,0.343,0.001,0.353,0.239,0.298,0
4882,0.425,0.003,0.473,0.317,0.409,0
4883,0.484,0.007,0.547,0.455,0.506,0.001
4884,0.491,0.012,0.566,0.655,0.546,0.006
4885,0.496,0.021,0.552,0.815,0.547,0.02
4886,0.47,0.029,0.501,0.889,0.504,0.049
4887,0.413,0.037,0.438,0.916,0.415,0.097
4888,0.319,0.049,0.319,0.912,0.291,0.134
4889,0.19,0.064,0.182,0.894,0.184,0.169
4890,0.069,0.07,0.065,0.842,0.081,0.209
4891,0.003,0.063,0.001,0.714,0.013,0.259
4892,0,0.045,0,0.623,0,0.304
4893,0,0.024,0,0.59,0,0.309
4894,0,0.006,0,0.617,0,0.31
4895,0,0.009,0,0.603,0,0.352
4896,0,0.011,0,0.567,0,0.417
4897,0,0.013,0,0.475,0,0.465
4898,0,0.023,0,0.458,0,0.493
4899,0,0.046,0,0.461,0,0.494
4900,0,0.079,0,0.499,0,0.475
4901,0,0.107,0,0.504,0,0.494
4902,0.016,0.116,0.001,0.485,0,0.504
4903,0.104,0.079,0.066,0.454,0.051,0.628
4904,0.251,0.144,0.193,0.673,0.175,0.672
4905,0.392,0.257,0.291,0.754,0.322,0.688
4906,0.508,0.335,0.372,0.768,0.45,0.7
4907,0.58,0.349,0.401,0.766,0.541,0.713
4908,0.603,0.33,0.409,0.781,0.602,0.731
4909,0.593,0.295,0.373,0.834,0.605,0.745
4910,0.523,0.276,0.281,0.883,0.575,0.761
4911,0.404,0.215,0.202,0.915,0.506,0.753
4912,0.273,0.151,0.15,0.935,0.394,0.726
4913,0.154,0.107,0.082,0.941,0.257,0.719
4914,0.051,0.107,0.025,0.926,0.118,0.719
4915,0.001,0.2,0,0.855,0.02,0.719
4916,0,0.224,0,0.804,0,0.72
4917,0,0.291,0,0.793,0,0.777
4918,0,0.364,0,0.778,0,0.858
4919,0,0.349,0,0.763,0,0.931
4920,0,0.272,0,0.75,0,0.97
4921,0,0.282,0,0.727,0,0.973
4922,0,0.226,0,0.68,0,0.973
4923,0,0.119,0,0.617,0,0.973
4924,0,0.099,0,0.548,0,0.969
4925,0,0.139,0,0.424,0,0.962
4926,0.004,0.319,0,0.309,0,0.957
4927,0.045,0.466,0.032,0.319,0.051,0.962
4928,0.124,0.541,0.093,0.622,0.176,0.967
4929,0.215,0.384,0.157,0.727,0.316,0.969
4930,0.274,0.214,0.231,0.748,0.439,0.966
4931,0.27,0.09,0.316,0.779,0.536,0.961
4932,0.267,0.029,0.353,0.822,0.578,0.954
4933,0.248,0.011,0.375,0.864,0.589,0.944
4934,0.229,0.008,0.338,0.89,0.557,0.93
4935,0.188,0.015,0.262,0.903,0.466,0.917
4936,0.141,0.047,0.187,0.902,0.355,0.912
4937,0.083,0.11,0.109,0.878,0.223,0.918
4938,0.032,0.134,0.036,0.779,0.098,0.934
4939,0.001,0.087,0,0.561,0.015,0.956
4940,0,0.041,0,0.483,0,0.972
4941,0,0.013,0,0.494,0,0.968
4942,0,0.006,0,0.568,0,0.963
4943,0,0.008,0,0.64,0,0.966
4944,0,0.009,0,0.685,0,0.97
4945,0,0.013,0,0.683,0,0.972
4946,0,0.02,0,0.632,0,0.973
4947,0,0.023,0,0.56,0,0.972
4948,0,0.023,0,0.5,0,0.962
4949,0,0.028,0,0.463,0,0.939
4950,0.008,0.034,0,0.456,0,0.899
4951,0.08,0.051,0.045,0.417,0.043,0.861
4952,0.189,0.085,0.133,0.734,0.156,0.81
4953,0.304,0.103,0.217,0.903,0.31,0.727
4954,0.404,0.115,0.303,0.917,0.451,0.628
4955,0.46,0.113,0.373,0.922,0.548,0.508
4956,0.457,0.092,0.416,0.933,0.589,0.381
4957,0.427,0.066,0.396,0.942,0.59,0.243
4958,0.386,0.041,0.357,0.946,0.55,0.118
4959,0.326,0.022,0.271,0.955,0.466,0.036
4960,0.233,0.012,0.188,0.956,0.357,0.008
4961,0.135,0.011,0.098,0.945,0.227,0.003
4962,0.048,0.015,0.029,0.893,0.101,0.005
4963,0.001,0.021,0,0.878,0.015,0.023
4964,0,0.027,0,0.903,0,0.102
4965,0,0.04,0,0.932,0,0.41
4966,0,0.057,0,0.936,0,0.843
4967,0,0.06,0,0.936,0,0.953
4968,0,0.043,0,0.936,0,0.971
4969,0,0.024,0,0.929,0,0.969
4970,0,0.015,0,0.91,0,0.953
4971,0,0.017,0,0.874,0,0.919
4972,0,0.036,0,0.855,0,0.861
4973,0,0.078,0,0.862,0,0.79
4974,0.013,0.129,0,0.863,0,0.726
4975,0.103,0.27,0.037,0.859,0.044,0.69
4976,0.234,0.556,0.113,0.938,0.157,0.636
4977,0.356,0.636,0.178,0.972,0.29,0.576
4978,0.495,0.599,0.233,0.97,0.411,0.525
4979,0.564,0.598,0.296,0.962,0.497,0.442
4980,0.553,0.649,0.34,0.956,0.548,0.307
4981,0.51,0.715,0.388,0.95,0.527,0.205
4982,0.448,0.779,0.371,0.947,0.467,0.14
4983,0.361,0.788,0.289,0.954,0.371,0.098
4984,0.257,0.756,0.197,0.966,0.264,0.067
4985,0.147,0.706,0.107,0.973,0.153,0.055
4986,0.049,0.584,0.033,0.954,0.072,0.069
4987,0.001,0.398,0,0.925,0.012,0.11
4988,0,0.334,0,0.929,0,0.225
4989,0,0.334,0,0.932,0,0.52
4990,0,0.338,0,0.927,0,0.772
4991,0,0.327,0,0.924,0,0.88
4992,0,0.33,0,0.92,0,0.864
4993,0,0.34,0,0.914,0,0.778
4994,0,0.352,0,0.893,0,0.649
4995,0,0.36,0,0.846,0,0.517
4996,0,0.365,0,0.794,0,0.384
4997,0,0.382,0,0.763,0,0.277
4998,0.014,0.382,0,0.748,0,0.201
4999,0.106,0.5,0.027,0.75,0.032,0.143
5000,0.253,0.746,0.089,0.911,0.115,0.096
5001,0.395,0.802,0.149,0.967,0.226,0.04
5002,0.499,0.801,0.216,0.973,0.34,0.003
5003,0.565,0.806,0.293,0.972,0.414,0
5004,0.574,0.805,0.348,0.973,0.426,0
5005,0.552,0.79,0.375,0.973,0.411,0.003
5006,0.451,0.753,0.361,0.973,0.349,0.013
5007,0.322,0.677,0.306,0.973,0.267,0.016
5008,0.229,0.565,0.223,0.971,0.183,0.01
5009,0.154,0.445,0.127,0.962,0.115,0.003
5010,0.067,0.386,0.046,0.918,0.05,0
5011,0.002,0.371,0,0.886,0.007,0
5012,0,0.466,0,0.899,0,0.001
5013,0,0.527,0,0.9,0,0.011
5014,0,0.568,0,0.89,0,0.032
5015,0,0.589,0,0.897,0,0.053
5016,0,0.553,0,0.882,0,0.069
5017,0,0.49,0,0.878,0,0.073
5018,0,0.463,0,0.872,0,0.052
5019,0,0.467,0,0.876,0,0.033
5020,0,0.42,0,0.914,0,0.029
5021,0,0.357,0,0.9,0,0.047
5022,0.013,0.308,0,0.836,0,0.1
5023,0.099,0.341,0.036,0.745,0.04,0.139
5024,0.238,0.651,0.113,0.826,0.147,0.255
5025,0.374,0.729,0.193,0.932,0.289,0.393
5026,0.511,0.758,0.261,0.954,0.419,0.471
5027,0.583,0.774,0.305,0.955,0.523,0.488
5028,0.613,0.768,0.326,0.954,0.594,0.479
5029,0.614,0.756,0.333,0.955,0.589,0.448
5030,0.572,0.74,0.329,0.958,0.559,0.411
5031,0.489,0.677,0.31,0.963,0.493,0.382
5032,0.366,0.582,0.237,0.966,0.376,0.349
5033,0.217,0.49,0.154,0.961,0.235,0.328
5034,0.071,0.416,0.063,0.936,0.112,0.314
5035,0.003,0.37,0.001,0.938,0.018,0.293
5036,0,0.411,0,0.949,0,0.298
5037,0,0.457,0,0.953,0,0.31
5038,0,0.474,0,0.944,0,0.316
5039,0,0.442,0,0.93,0,0.326
5040,0,0.379,0,0.925,0,0.329
5041,0,0.37,0,0.922,0,0.317
5042,0,0.384,0,0.917,0,0.295
5043,0,0.318,0,0.919,0,0.263
5044,0,0.214,0,0.927,0,0.237
5045,0,0.167,0,0.936,0,0.246
5046,0.013,0.132,0,0.936,0,0.275
5047,0.101,0.107,0.051,0.924,0.049,0.267
5048,0.259,0.226,0.165,0.935,0.183,0.31
5049,0.414,0.33,0.273,0.969,0.344,0.232
5050,0.535,0.449,0.295,0.97,0.477,0.198
5051,0.6,0.539,0.31,0.959,0.569,0.191
5052,0.622,0.578,0.282,0.952,0.618,0.189
5053,0.615,0.576,0.209,0.956,0.614,0.191
5054,0.552,0.524,0.189,0.963,0.562,0.194
5055,0.475,0.412,0.151,0.972,0.458,0.165
5056,0.364,0.311,0.123,0.964,0.333,0.126
5057,0.212,0.255,0.085,0.925,0.211,0.093
5058,0.07,0.237,0.029,0.861,0.096,0.073
5059,0.002,0.246,0,0.858,0.015,0.064
5060,0,0.316,0,0.845,0,0.052
5061,0,0.391,0,0.808,0,0.055
5062,0,0.435,0,0.781,0,0.093
5063,0,0.393,0,0.765,0,0.188
5064,0,0.282,0,0.776,0,0.359
5065,0,0.168,0,0.828,0,0.512
5066,0,0.091,0,0.874,0,0.584
5067,0,0.069,0,0.833,0,0.541
5068,0,0.072,0,0.783,0,0.443
5069,0,0.078,0,0.783,0,0.356
5070,0.01,0.073,0,0.79,0,0.273
5071,0.086,0.097,0.037,0.829,0.046,0.196
5072,0.198,0.19,0.053,0.951,0.168,0.107
5073,0.313,0.203,0.123,0.969,0.331,0.006
5074,0.386,0.191,0.187,0.971,0.476,0
5075,0.442,0.184,0.234,0.973,0.565,0
5076,0.487,0.161,0.273,0.973,0.609,0.001
5077,0.52,0.114,0.267,0.97,0.604,0.002
5078,0.501,0.061,0.224,0.966,0.541,0.004
5079,0.411,0.021,0.171,0.959,0.37,0.005
5080,0.309,0.004,0.122,0.953,0.294,0.007
5081,0.188,0,0.082,0.959,0.197,0.015
5082,0.068,0,0.045,0.973,0.091,0.039
5083,0.002,0.001,0,0.945,0.014,0.064
5084,0,0.005,0,0.903,0,0.092
5085,0,0.014,0,0.864,0,0.166
5086,0,0.021,0,0.822,0,0.37
5087,0,0.032,0,0.814,0,0.642
5088,0,0.064,0,0.816,0,0.843
5089,0,0.082,0,0.817,0,0.914
5090,0,0.095,0,0.814,0,0.938
5091,0,0.092,0,0.837,0,0.943
5092,0,0.076,0,0.855,0,0.926
5093,0,0.049,0,0.871,0,0.896
5094,0.012,0.026,0.001,0.863,0,0.85
5095,0.095,0.06,0.062,0.898,0.051,0.745
5096,0.215,0.119,0.177,0.968,0.174,0.614
5097,0.344,0.185,0.303,0.973,0.277,0.537
5098,0.487,0.259,0.394,0.972,0.392,0.498
5099,0.606,0.316,0.439,0.967,0.493,0.391
5100,0.633,0.291,0.451,0.958,0.537,0.218
5101,0.616,0.206,0.448,0.946,0.522,0.185
5102,0.556,0.144,0.42,0.933,0.455,0.286
5103,0.47,0.102,0.361,0.933,0.331,0.438
5104,0.322,0.082,0.269,0.947,0.243,0.598
5105,0.171,0.092,0.147,0.967,0.17,0.698
5106,0.062,0.127,0.047,0.969,0.081,0.723
5107,0.001,0.177,0,0.929,0.011,0.691
5108,0,0.253,0,0.882,0,0.634
5109,0,0.309,0,0.875,0,0.569
5110,0,0.332,0,0.888,0,0.548
5111,0,0.317,0,0.901,0,0.573
5112,0,0.287,0,0.91,0,0.548
5113,0,0.26,0,0.918,0,0.487
5114,0,0.229,0,0.921,0,0.472
5115,0,0.161,0,0.915,0,0.512
5116,0,0.138,0,0.911,0,0.537
5117,0,0.12,0,0.91,0,0.525
5118,0.01,0.085,0.001,0.914,0,0.499
5119,0.096,0.037,0.068,0.935,0.049,0.551
5120,0.235,0.01,0.205,0.973,0.175,0.573
5121,0.356,0.005,0.35,0.955,0.332,0.474
5122,0.445,0.014,0.444,0.936,0.47,0.313
5123,0.486,0.033,0.474,0.926,0.553,0.181
5124,0.49,0.059,0.405,0.925,0.568,0.104
5125,0.438,0.089,0.292,0.913,0.562,0.049
5126,0.38,0.111,0.203,0.888,0.44,0.019
5127,0.31,0.147,0.164,0.891,0.294,0.036
5128,0.19,0.212,0.12,0.917,0.197,0.07
5129,0.104,0.222,0.062,0.956,0.133,0.184
5130,0.038,0.176,0.017,0.971,0.059,0.311
5131,0,0.132,0,0.955,0.007,0.328
5132,0,0.112,0,0.953,0,0.278
5133,0,0.102,0,0.962,0,0.189
5134,0,0.093,0,0.969,0,0.14
5135,0,0.08,0,0.973,0,0.152
5136,0,0.065,0,0.973,0,0.214
5137,0,0.059,0,0.971,0,0.303
5138,0,0.049,0,0.968,0,0.424
5139,0,0.052,0,0.968,0,0.483
5140,0,0.064,0,0.972,0,0.484
5141,0,0.074,0,0.972,0,0.445
5142,0.001,0.085,0,0.971,0,0.402
5143,0.026,0.079,0.032,0.97,0.042,0.405
5144,0.071,0.077,0.131,0.939,0.138,0.405
5145,0.121,0.126,0.246,0.872,0.262,0.341
5146,0.176,0.242,0.347,0.859,0.385,0.201
5147,0.241,0.358,0.415,0.854,0.483,0.082
5148,0.292,0.425,0.446,0.828,0.519,0.025
5149,0.321,0.465,0.444,0.78,0.497,0.006
5150,0.323,0.491,0.409,0.723,0.435,0.001
5151,0.281,0.453,0.355,0.708,0.352,0.001
5152,0.219,0.355,0.271,0.754,0.24,0.003
5153,0.136,0.256,0.157,0.87,0.126,0.009
5154,0.049,0.165,0.047,0.955,0.053,0.027
5155,0.001,0.097,0,0.969,0.006,0.059
5156,0,0.063,0,0.971,0,0.129
5157,0,0.053,0,0.972,0,0.258
5158,0,0.058,0,0.973,0,0.399
5159,0,0.066,0,0.972,0,0.466
5160,0,0.074,0,0.971,0,0.476
5161,0,0.08,0,0.97,0,0.454
5162,0,0.072,0,0.97,0,0.431
5163,0,0.059,0,0.97,0,0.424
5164,0,0.048,0,0.966,0,0.418
5165,0,0.042,0,0.964,0,0.388
5166,0.002,0.046,0,0.97,0,0.334
5167,0.041,0.049,0.027,0.973,0.043,0.269
5168,0.121,0.063,0.105,0.953,0.157,0.17
5169,0.192,0.073,0.201,0.915,0.28,0.073
5170,0.24,0.139,0.287,0.888,0.385,0.001
5171,0.278,0.177,0.365,0.853,0.451,0
5172,0.257,0.158,0.393,0.806,0.468,0
5173,0.229,0.134,0.291,0.729,0.449,0
5174,0.204,0.114,0.226,0.63,0.363,0.001
5175,0.166,0.079,0.199,0.591,0.263,0.017
5176,0.137,0.045,0.155,0.627,0.171,0.054
5177,0.085,0.025,0.101,0.719,0.099,0.114
5178,0.03,0.015,0.035,0.814,0.044,0.207
5179,0,0.009,0,0.906,0.006,0.319
5180,0,0.005,0,0.962,0,0.41
5181,0,0.004,0,0.973,0,0.466
5182,0,0.01,0,0.973,0,0.54
5183,0,0.039,0,0.973,0,0.607
5184,0,0.092,0,0.973,0,0.649
5185,0,0.14,0,0.973,0,0.72
5186,0,0.177,0,0.973,0,0.784
5187,0,0.17,0,0.967,0,0.801
5188,0,0.143,0,0.953,0,0.761
5189,0,0.123,0,0.96,0,0.678
5190,0.005,0.095,0.001,0.97,0,0.583
5191,0.062,0.039,0.066,0.967,0.043,0.595
5192,0.162,0.026,0.192,0.971,0.163,0.617
5193,0.291,0.016,0.311,0.902,0.311,0.6
5194,0.429,0.006,0.417,0.728,0.431,0.574
5195,0.525,0.002,0.455,0.635,0.511,0.511
5196,0.553,0.001,0.466,0.635,0.558,0.419
5197,0.547,0.002,0.452,0.636,0.542,0.338
5198,0.499,0.004,0.46,0.644,0.48,0.283
5199,0.417,0.004,0.372,0.66,0.388,0.254
5200,0.292,0.002,0.28,0.777,0.296,0.237
5201,0.167,0.001,0.175,0.907,0.195,0.235
5202,0.051,0.001,0.063,0.972,0.095,0.271
5203,0,0.001,0,0.971,0.013,0.37
5204,0,0.005,0,0.969,0,0.501
5205,0,0.013,0,0.97,0,0.603
5206,0,0.011,0,0.973,0,0.68
5207,0,0.003,0,0.973,0,0.745
5208,0,0,0,0.973,0,0.755
5209,0,0,0,0.972,0,0.748
5210,0,0,0,0.971,0,0.723
5211,0,0.001,0,0.969,0,0.749
5212,0,0.004,0,0.971,0,0.761
5213,0,0.008,0,0.972,0,0.72
5214,0.006,0.009,0,0.972,0,0.661
5215,0.081,0.005,0.039,0.973,0.044,0.712
5216,0.211,0.002,0.123,0.966,0.177,0.724
5217,0.333,0,0.254,0.883,0.336,0.687
5218,0.442,0,0.378,0.821,0.47,0.628
5219,0.519,0.001,0.426,0.762,0.565,0.559
5220,0.528,0.002,0.435,0.774,0.62,0.48
5221,0.514,0.002,0.403,0.777,0.627,0.4
5222,0.453,0.001,0.327,0.798,0.593,0.348
5223,0.386,0.001,0.259,0.828,0.52,0.318
5224,0.282,0.001,0.166,0.88,0.405,0.302
5225,0.165,0.004,0.094,0.935,0.26,0.311
5226,0.053,0.009,0.029,0.948,0.111,0.357
5227,0,0.037,0,0.962,0.013,0.447
5228,0,0.131,0,0.971,0,0.556
5229,0,0.256,0,0.97,0,0.608
5230,0,0.338,0,0.968,0,0.663
5231,0,0.347,0,0.969,0,0.726
5232,0,0.303,0,0.967,0,0.775
5233,0,0.237,0,0.964,0,0.783
5234,0,0.161,0,0.961,0,0.78
5235,0,0.098,0,0.964,0,0.752
5236,0,0.053,0,0.97,0,0.725
5237,0,0.027,0,0.973,0,0.653
5238,0.005,0.014,0,0.973,0,0.551
5239,0.066,0.003,0.038,0.968,0.042,0.494
5240,0.155,0.001,0.116,0.961,0.171,0.393
